Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSGALG00000000419	LAMTOR5	0.350990759355182	0.2
ENSGALG00000000424	CMTM3	0.688603310419173	0
ENSGALG00000000430	SPPL2C	0.960376939824697	0
ENSGALG00000000433		0.45886127167727	0.2
ENSGALG00000000436	RABIF	0.330964269980035	0.2
ENSGALG00000000437	PGA3	NA	0
ENSGALG00000000438	ERMP1	0.40491295707366	0.3
ENSGALG00000000441	KCNA10	NA	0
ENSGALG00000000442	KCNA2	0.0495010269115429	-0.4
ENSGALG00000000451	MEIG1	0.48156855409989	0.3
ENSGALG00000000452	TNFRSF10B	0.9831595398807	0
ENSGALG00000000458	TMPRSS9	0.854964682952735	0.1
ENSGALG00000000461	MRC2	NA	-0.1
ENSGALG00000000466	LCK	0.0103548664398618	0.8
ENSGALG00000000469	ADRA1A	NA	0
ENSGALG00000000470	LMNA	0.289553083079195	-0.1
ENSGALG00000000474	RPL36	0.151550412472529	0.3
ENSGALG00000000476	LRRTM4	0.0167828466689515	0.8
ENSGALG00000000478	TANC2	NA	0
ENSGALG00000000497		0.77516911446794	-0.1
ENSGALG00000000498	ACE	NA	0
ENSGALG00000000504	ETV7	0.0388943371464134	0.6
ENSGALG00000000505	KCNH6	NA	0
ENSGALG00000000507	CPNE7	0.944883508320726	0
ENSGALG00000000510	DCAF7	0.183384568138332	0.1
ENSGALG00000000511	KCTD20	0.883817733218676	0
ENSGALG00000000513	ZNF276	0.0813627831214365	0.2
ENSGALG00000000516	FANCA	0.277110350086191	-0.1
ENSGALG00000000518	KLHL12	0.255680880261404	-0.1
ENSGALG00000000521	SPIRE2	0.557106451233992	0.2
ENSGALG00000000523	STK38	0.174033289766447	0.2
ENSGALG00000000525	MAP3K3	0.493717449910653	-0.1
ENSGALG00000000528	DBNDD1	0.393195342558554	0.3
ENSGALG00000000529	LIMD2	0.00015058394301543	0.4
ENSGALG00000000533	SRSF3	0.826036458092301	0
ENSGALG00000000535	ERRFI1	0.547012908355304	0.1
ENSGALG00000000538	RNF113B	0.000135874535603254	0.4
ENSGALG00000000540	GAS8	0.0900600567075116	0.3
ENSGALG00000000541	ZC3H11B	1.67614159718406e-09	-0.5
ENSGALG00000000542	ZNF593	0.989101633180464	0
ENSGALG00000000544		7.49545924748577e-11	0.7
ENSGALG00000000545	REN	NA	0
ENSGALG00000000549	URAH	NA	0
ENSGALG00000000550	STRADA	0.109470393859029	0.2
ENSGALG00000000551	C26H6orf89	0.000617406306424805	-0.4
ENSGALG00000000556	UTS2	0.436521390034675	-0.3
ENSGALG00000000557	ETNK2	NA	0
ENSGALG00000000558	SLC1A6	0.626488304115639	0.1
ENSGALG00000000560		NA	0.2
ENSGALG00000000564	CCDC47	0.362191430265257	0.1
ENSGALG00000000568	LGR6	NA	0
ENSGALG00000000573	PER3	3.83839038727545e-06	-0.3
ENSGALG00000000576	RRNAD1	0.0221320962399496	0.3
ENSGALG00000000577	RANBP3	0.0163199682012684	0.2
ENSGALG00000000579	VAMP3	0.691463443351371	-0.1
ENSGALG00000000581	DDX42	0.949574432863031	0
ENSGALG00000000583	SOX13	0.768501356320037	0.1
ENSGALG00000000584		NA	0
ENSGALG00000000585	MYL4	NA	-0.1
ENSGALG00000000589	BTN1A1	0.945132902717409	0
ENSGALG00000000593		NA	0
ENSGALG00000000596	CDC27	0.448026987565567	-0.1
ENSGALG00000000599	MARCHF2	0.846711031051215	-0.1
ENSGALG00000000603	KANSL1	0.474207034030157	-0.1
ENSGALG00000000604		5.22360963441634e-05	-1
ENSGALG00000000606	ARL8A	0.883013633830581	0
ENSGALG00000000607	GPR37L1	NA	0.1
ENSGALG00000000608	CDH1	0.831005904252013	-0.1
ENSGALG00000000611		3.36838199333178e-06	-0.4
ENSGALG00000000613	RAB11B	0.553247339704243	0.1
ENSGALG00000000615	NWD1	0.00803978885126978	-0.2
ENSGALG00000000616	ELF3	0.654157352335466	-0.2
ENSGALG00000000618	ZCCHC17	0.796863098462552	0
ENSGALG00000000619	ANGPTL4	NA	-0.2
ENSGALG00000000621	KANK3	NA	0.1
ENSGALG00000000625	MAPT	0.720100371098918	0
ENSGALG00000000627	DNAJC11	0.685850938310797	0
ENSGALG00000000629		0.657700041880819	-0.1
ENSGALG00000000630	HAS3	0.867896322442886	-0.1
ENSGALG00000000632	CHTF8	0.0592611213345261	0.3
ENSGALG00000000636	MDM4	0.00239860120262012	-0.4
ENSGALG00000000637	ZBTB48	0.405356696776701	-0.1
ENSGALG00000000638	UTP4	0.733860524033601	0
ENSGALG00000000639	LRRN2	NA	0.1
ENSGALG00000000643	ANKS3	0.000266610688517632	0.6
ENSGALG00000000645		0.635006762267434	-0.2
ENSGALG00000000650	NIP7	0.840161866626351	0
ENSGALG00000000652	ACOT7	0.479874354493679	-0.1
ENSGALG00000000653	CNTN2	NA	0
ENSGALG00000000654	TMED6	0.997893355043824	0
ENSGALG00000000657	TERF2	0.00469227383447057	0.2
ENSGALG00000000660	CYB5B	0.214900961976552	-0.1
ENSGALG00000000667	EDN2	NA	0
ENSGALG00000000668	RBBP5	0.00777436976518631	0.2
ENSGALG00000000669	ETV3	0.0188990355009575	-0.2
ENSGALG00000000672	SCMH1	0.840263992885539	0
ENSGALG00000000674	MYO1D	2.62599532662348e-11	-1.3
ENSGALG00000000678	CITED4	0.248135028234272	-0.4
ENSGALG00000000681	PAK1	0.00303701726851168	0.8
ENSGALG00000000684	KLHDC8A	0.389729383494942	-0.4
ENSGALG00000000685	MAP3K14	0.115905477396015	-0.2
ENSGALG00000000690	GDPD4	NA	0
ENSGALG00000000692	CDK18	0.961195116400177	0
ENSGALG00000000693	NOB1	5.52580405144651e-13	0.6
ENSGALG00000000695	MFSD4A	0.601574815685549	0.2
ENSGALG00000000699	WWP2	4.49134773854418e-05	0.4
ENSGALG00000000703	SLC45A3	0.802372612471811	0.1
ENSGALG00000000707	PSMD7	0.0537013075483104	-0.2
ENSGALG00000000708	NUCKS1	0.00197768187130549	-0.3
ENSGALG00000000712	RAB29	0.557106451233992	0.1
ENSGALG00000000713	ZFHX3	0.23663433510588	-0.2
ENSGALG00000000719	RPL22	0.0417490957639846	0.3
ENSGALG00000000720		0.932081158233065	0
ENSGALG00000000721	SLC41A1	0.00669245482634199	0.4
ENSGALG00000000722		NA	0
ENSGALG00000000723	STX12	0.000241127096556816	-0.4
ENSGALG00000000724	PM20D1	0.611166129614774	0.1
ENSGALG00000000726	ELAVL1	0.372596457937374	0.1
ENSGALG00000000729	PPP1R8	0.0964783828806034	0.2
ENSGALG00000000731	THEMIS2	0.0222552599703302	0.7
ENSGALG00000000734	RPA2	0.777812424459181	0
ENSGALG00000000736	MATK	1.46978071098339e-05	1.3
ENSGALG00000000737	SMPDL3B	0.141286485094809	0.4
ENSGALG00000000740	APBA3	0.00454677997757394	0.3
ENSGALG00000000745	SLC26A9	NA	0
ENSGALG00000000747	CHD5	0.00612931760701439	0.3
ENSGALG00000000748	TJP3	0.625268036688568	-0.2
ENSGALG00000000751	ARNT	0.0691493842253092	0.1
ENSGALG00000000755	ACER3	0.0124594627597326	0.4
ENSGALG00000000761	TSKU	NA	-0.1
ENSGALG00000000764	SSR2	0.240947811181232	-0.1
ENSGALG00000000769	RAB7B	NA	0.1
ENSGALG00000000775	CTSS	2.78484030719042e-26	1
ENSGALG00000000776	BRPF3	0.174167044840268	0.2
ENSGALG00000000777	EYA3	2.07370849415051e-05	-0.3
ENSGALG00000000783	PTAFR	0.215212548536186	0.4
ENSGALG00000000784	PIP5K1C	0.039210693792682	0.3
ENSGALG00000000785	HYAL1	0.59038366751345	-0.2
ENSGALG00000000786	CTSE	NA	0
ENSGALG00000000787	DHX38	0.246156746451453	-0.2
ENSGALG00000000788	AVPR1B	NA	0
ENSGALG00000000790	DNAJC8	0.883318947883211	0
ENSGALG00000000791		7.59697819698069e-05	0.3
ENSGALG00000000793	VPS72	0.52250830500466	0.1
ENSGALG00000000795	MFSD12	0.258717889482824	0.3
ENSGALG00000000802	DHODH	1.57644455960608e-05	-0.4
ENSGALG00000000803		NA	0
ENSGALG00000000806	LINGO3	NA	0
ENSGALG00000000808		NA	0
ENSGALG00000000811	IST1	0.0366270685597656	0.2
ENSGALG00000000812	OAZ1	0.173115090706898	0.2
ENSGALG00000000814	HNRNPR	0.327838518522117	-0.1
ENSGALG00000000816		0.0180901567255328	0.3
ENSGALG00000000817	ZNF821	0.289196036466355	-0.2
ENSGALG00000000818		NA	0
ENSGALG00000000820		0.931767797340911	0
ENSGALG00000000824		NA	0
ENSGALG00000000830		0.747596154439515	0.1
ENSGALG00000000835	PLEKHJ1	0.85995036428517	0
ENSGALG00000000836	RFX5	0.000337017958711733	0.7
ENSGALG00000000838	THAP12	0.565103906747366	0.1
ENSGALG00000000839	WNT11	NA	0
ENSGALG00000000843	DOT1L	2.18005181098894e-09	-0.5
ENSGALG00000000845	UVRAG	6.00271689937432e-05	-0.4
ENSGALG00000000847	GARNL3	0.00134188917549056	-0.3
ENSGALG00000000848	AP1G1	0.671737346167896	0
ENSGALG00000000853	SLC2A8	0.303802818793423	-0.2
ENSGALG00000000855	ZMPSTE24	0.471313013674037	0.1
ENSGALG00000000856	EIF2D	0.211604505223891	-0.1
ENSGALG00000000857	NMT1	0.732219394702242	0
ENSGALG00000000862	RLF	0.527767661263075	-0.1
ENSGALG00000000863	DYRK3	0.177232282629473	0.2
ENSGALG00000000864	FBXW2	0.0495010269115429	-0.2
ENSGALG00000000866	SELENBP1	NA	0
ENSGALG00000000868	RNF121	0.217320480063604	0.2
ENSGALG00000000870	DCAKD	0.590880013392101	0.2
ENSGALG00000000871	ART1	NA	0
ENSGALG00000000875	PHLPP2	0.344323799202321	-0.1
ENSGALG00000000881	GPATCH3	0.0407271875365671	0.3
ENSGALG00000000883	MAPKAPK2	0.00109326134642147	-0.4
ENSGALG00000000884	CXXC5	NA	0
ENSGALG00000000887	NR0B2	0.18283207099031	0.5
ENSGALG00000000891	NSUN5	0.00218875487105166	-0.4
ENSGALG00000000892	IL10	NA	0
ENSGALG00000000893	TAT	0.767766479037081	-0.1
ENSGALG00000000895	NUDC	0.136850946128077	-0.1
ENSGALG00000000901		NA	0
ENSGALG00000000902	KDF1	0.691463443351371	0.2
ENSGALG00000000903	TERF2IP	0.871244875755508	0
ENSGALG00000000905	PSMB4	0.598801415869936	0.1
ENSGALG00000000906	RALGPS1	0.526512884577403	0.2
ENSGALG00000000907	KARS	0.114709179107766	-0.1
ENSGALG00000000908	ADAT1	0.443249911279791	0.1
ENSGALG00000000909	GFAP	0.379640408794457	0.3
ENSGALG00000000911	IL19	NA	0
ENSGALG00000000913	CHST6	0.432291705104742	-0.1
ENSGALG00000000914	FAM187A	NA	0
ENSGALG00000000918	CCDC103	0.474308718676151	-0.2
ENSGALG00000000919	PIGR	NA	0
ENSGALG00000000920	CGN	0.645677798350826	-0.2
ENSGALG00000000927	ANGPTL2	0.699405938664788	-0.1
ENSGALG00000000934	ZBTB43	0.132380663008927	-0.2
ENSGALG00000000943	WDTC1	7.78978410239879e-06	-0.4
ENSGALG00000000944	SUPT4H1	0.945821061616899	0
ENSGALG00000000946	PFDN1	0.000530248536952741	0.4
ENSGALG00000000949	HBEGF	0.180271084134729	0.4
ENSGALG00000000950	MVB12B	0.141592069711344	-0.1
ENSGALG00000000955	TMEM222	0.990329276999298	0
ENSGALG00000000962	PUS3	6.30900387487698e-09	0.6
ENSGALG00000000966	NPHP4	0.000163699493007986	-0.5
ENSGALG00000000972	PBX3	0.22534753119285	0.1
ENSGALG00000000975	C1orf174	0.00505322394322164	-0.3
ENSGALG00000000977	MAPKAP1	0.246840790006606	-0.1
ENSGALG00000000978	CEP104	0.594014733967549	0.1
ENSGALG00000000988	EFTUD2	0.787751259829092	0
ENSGALG00000000990	SRSF6	0.712890390990422	0
ENSGALG00000000991	TAF12	0.00751371859058697	0.3
ENSGALG00000000993	GAPVD1	0.556877826719501	-0.1
ENSGALG00000000994		NA	0
ENSGALG00000000996		0.0203871959983759	-0.2
ENSGALG00000000997	GJC3	0.555021980401782	0.2
ENSGALG00000000998	MTFR1L	0.498544998020518	0.1
ENSGALG00000000999	ZNF319	0.498314618758531	-0.2
ENSGALG00000001000	HSPA5	0.568556436719066	-0.1
ENSGALG00000001003		0.353493893302678	-0.2
ENSGALG00000001006	TP73	0.606169444918749	0
ENSGALG00000001013	PPP6C	0.154136085082839	0.2
ENSGALG00000001014	ARPC5L	0.019585963146475	-0.3
ENSGALG00000001017	WRAP73	0.213715307192377	-0.2
ENSGALG00000001019	BTBD2	0.37375200528821	0.1
ENSGALG00000001021	MYOCD	NA	0
ENSGALG00000001022	CCDC43	0.70224206285121	0.1
ENSGALG00000001024	TPRG1L	0.000101701679175278	-0.3
ENSGALG00000001025	GOLGA1	0.249546851917971	-0.1
ENSGALG00000001028		5.62648024223702e-08	1
ENSGALG00000001030	SCAMP4	0.368845461025122	0.1
ENSGALG00000001031		0.00944592011983316	0.9
ENSGALG00000001034	AAR2	0.946858608447155	0
ENSGALG00000001035		0.0569672624968657	0.7
ENSGALG00000001036	ELAC2	0.471692211246609	-0.1
ENSGALG00000001037	SCAI	0.660320648137066	0.1
ENSGALG00000001038	MAN1C1	0.280684962887626	0.2
ENSGALG00000001042	MTMR4	0.641366027510246	-0.1
ENSGALG00000001043	REXO1	0.275374397970394	-0.1
ENSGALG00000001046	DLGAP4	0.88994278980268	0
ENSGALG00000001048	OLFML2A	0.000383755013779788	-0.5
ENSGALG00000001049		0.0156451294788117	0.4
ENSGALG00000001051		8.53388114601992e-06	0.6
ENSGALG00000001054	C20H20ORF24	0.0321450056659873	0.2
ENSGALG00000001055	NSF	0.0825336987315097	-0.2
ENSGALG00000001056	ABHD11	0.074822281698482	0.4
ENSGALG00000001058	ARHGEF16	0.74053884120922	0.1
ENSGALG00000001062	GGT7	0.624998201970642	-0.2
ENSGALG00000001067	TMEM57	0.527767661263075	0.1
ENSGALG00000001073	NR6A1	0.00061245115780656	-0.8
ENSGALG00000001076	LIMK1	0.908976494602658	0
ENSGALG00000001078		NA	0
ENSGALG00000001079	WNT3	NA	0
ENSGALG00000001080	NR5A1	0.772929605068914	-0.1
ENSGALG00000001081	TTC34	NA	-0.1
ENSGALG00000001084	ATP8B3	0.77689956525799	0.1
ENSGALG00000001091		NA	0
ENSGALG00000001093	TCF3	0.00818107266089247	0.2
ENSGALG00000001094	ADGRD2	NA	0
ENSGALG00000001096	UQCR11	0.85005029854267	0.1
ENSGALG00000001097	WNT9B	NA	0
ENSGALG00000001099	ANKHD1	0.358401376017333	-0.1
ENSGALG00000001101	MBD3	0.3024264840125	0.1
ENSGALG00000001103	PSMB7	0.230310959958126	0.1
ENSGALG00000001107	GOSR2	0.0282571540969398	0.2
ENSGALG00000001108	MIER2	0.680985902936832	0.1
ENSGALG00000001109	GTSF1	NA	0.1
ENSGALG00000001110		0.632025804512114	-0.1
ENSGALG00000001111		0.912581890782943	0.1
ENSGALG00000001115	MMEL1	NA	0
ENSGALG00000001117	PFKFB2	0.00133196600882418	0.3
ENSGALG00000001118	NEK6	1.87578347171127e-21	-0.9
ENSGALG00000001121	SH3GL1	0.907192870583094	0
ENSGALG00000001122	CALN1	NA	-0.2
ENSGALG00000001124	LHX2	NA	0
ENSGALG00000001126	CHAF1A	0.43282379154732	0.1
ENSGALG00000001130	GALNT17	4.85483823561206e-108	-1.6
ENSGALG00000001132	APBB3	NA	-0.1
ENSGALG00000001136		0.139621179565923	0.5
ENSGALG00000001141	HES5	NA	0
ENSGALG00000001143	ETS1	5.56315351827243e-27	0.8
ENSGALG00000001144	ZNF346	0.0131367594970425	0.4
ENSGALG00000001146	UBXN6	0.736093009510243	0.1
ENSGALG00000001149	ADGRG5	0.000200050515988058	1
ENSGALG00000001153	AUTS2	NA	0
ENSGALG00000001156		NA	0
ENSGALG00000001157	DENND1A	0.00357315765196495	-0.3
ENSGALG00000001158	UIMC1	0.0229603196125221	-0.2
ENSGALG00000001161	FLI1	2.57523713265449e-19	0.5
ENSGALG00000001163	NDEL1	0.00109845290384614	0.4
ENSGALG00000001165	PANK4	0.00104453073275345	0.3
ENSGALG00000001167	KCNJ1	NA	0
ENSGALG00000001168	POLR2C	0.693439306293951	-0.1
ENSGALG00000001169	CRB2	0.130368643203239	-0.4
ENSGALG00000001171	SEMA6B	NA	0.3
ENSGALG00000001172	KBP	0.0549750210579297	0.6
ENSGALG00000001174	RCC1L	0.0574947186926281	0.2
ENSGALG00000001175	C4BPA	0.280713529778503	0.1
ENSGALG00000001177	CD34	NA	0.1
ENSGALG00000001181	KCNJ5	0.0308541146164759	0.4
ENSGALG00000001182	NCOA6	0.0205851026160931	0.2
ENSGALG00000001183	MYH10	0.125248062272372	-0.2
ENSGALG00000001184	COQ9	0.0322715418755887	-0.3
ENSGALG00000001189	NCF1C	5.42891047015311e-10	0.5
ENSGALG00000001191	MEOX1	NA	0
ENSGALG00000001201	GFOD2	0.0414344876086595	0.2
ENSGALG00000001203		NA	0
ENSGALG00000001204	ENKD1	0.22693383625722	-0.3
ENSGALG00000001206		0.597806516027649	0.2
ENSGALG00000001207	PLCH2	1.00268365719406e-05	0.8
ENSGALG00000001209	TP53INP2	0.00635715027116828	-0.8
ENSGALG00000001214	PARD6A	0.757900641632343	0.1
ENSGALG00000001219	PIGU	0.218477481804551	-0.2
ENSGALG00000001220	HERPUD1	0.787763623896413	-0.1
ENSGALG00000001223	PEX10	0.260967024870767	0.1
ENSGALG00000001225	RABGAP1	0.137507020624691	-0.2
ENSGALG00000001229	SKI	1.67223949709535e-07	-0.7
ENSGALG00000001231	SAMHD1	8.36393218354028e-05	-0.3
ENSGALG00000001234	CETP	NA	0
ENSGALG00000001235	ANKRD24	0.554754519041497	-0.2
ENSGALG00000001238	STX8	0.804167083082201	0
ENSGALG00000001239	SLC26A2	0.175591159022929	0.4
ENSGALG00000001244		0.108761319754278	-0.6
ENSGALG00000001245	SIRT6	0.327603441380672	0.2
ENSGALG00000001250	APLP2	3.94221826909151e-11	0.6
ENSGALG00000001252	CREB3L3	0.149335909613383	-0.5
ENSGALG00000001253	RC3H2	2.11973648517545e-05	-0.3
ENSGALG00000001256	NLRC5	0.0644098301428532	0.7
ENSGALG00000001258	NUMA1	0.227886144711911	-0.1
ENSGALG00000001262	CLIC4	2.31088854536348e-05	-0.4
ENSGALG00000001263	GTF2IRD1	0.863209716176435	-0.1
ENSGALG00000001264	PLXNA2	4.29962738749025e-13	1.5
ENSGALG00000001267	MAP2K2	0.128113083996025	0.2
ENSGALG00000001270	PRKCZ	4.55745098242994e-10	-0.7
ENSGALG00000001273	C2CD4C	NA	0
ENSGALG00000001275	PDCL	0.108705909038244	-0.2
ENSGALG00000001276	HOXB9	NA	0
ENSGALG00000001279	ZNF652	0.566944618529734	-0.1
ENSGALG00000001282	GABRD	NA	0.1
ENSGALG00000001283	SRRM1	0.725675673974443	0
ENSGALG00000001288		0.645941620518656	-0.2
ENSGALG00000001289		0.0012978822463603	-1
ENSGALG00000001299	GIP	NA	0
ENSGALG00000001304		0.718829473200678	-0.1
ENSGALG00000001306	NFRKB	4.32629689448485e-13	0.5
ENSGALG00000001309	SNF8	0.222110668037128	0.2
ENSGALG00000001310	TRNAU1AP	0.0697341127112537	0.4
ENSGALG00000001311	ARHGAP44	NA	0
ENSGALG00000001313	EIF4H	0.975210458974925	0
ENSGALG00000001314	PTGS1	NA	0
ENSGALG00000001315	UBE2Z	0.0187514700235665	0.3
ENSGALG00000001316	CPNE2	0.941130106364755	0
ENSGALG00000001317		0.0764624040717051	-0.2
ENSGALG00000001319	CAMK1G	0.660753416977407	0.2
ENSGALG00000001320	CYP1A2	0.962677456891843	0
ENSGALG00000001325	CYP1A1	NA	0
ENSGALG00000001328	BSG	0.000729038868537962	0.2
ENSGALG00000001329	EPB41	1.13401415383915e-09	0.6
ENSGALG00000001330	ATP5MC1	0.141733869562092	0.2
ENSGALG00000001331	ST14	9.00581148713311e-29	1.5
ENSGALG00000001332	RBL1	1.61804735667277e-08	-0.4
ENSGALG00000001333	MRRFP1	0.000199359482415535	-0.6
ENSGALG00000001334	GNB1	0.0286022529195003	-0.1
ENSGALG00000001335	FAM18B1	0.22821047392017	-0.1
ENSGALG00000001341	ZBTB44	5.00614504399829e-05	0.4
ENSGALG00000001342	HCN2	0.549166505777394	-0.2
ENSGALG00000001343	LAMB3	0.777311031137459	0.1
ENSGALG00000001347	LHX6	NA	0
ENSGALG00000001348	TEKT3	NA	0
ENSGALG00000001350	RSPRY1	0.0957829614615742	0.2
ENSGALG00000001362	CLK3	0.0041153252177148	0.3
ENSGALG00000001363	MYBBP1A	0.149772659904988	-0.2
ENSGALG00000001364	CSNK1A1	0.0501421205516801	-0.1
ENSGALG00000001366	CASP9	0.317433362959686	0.3
ENSGALG00000001369		0.361697376200868	0.3
ENSGALG00000001370	ADAMTS8	0.350161591246988	0.4
ENSGALG00000001371	HS3ST3A1	NA	0.1
ENSGALG00000001373	TRAF3IP3	0.612509534231099	0
ENSGALG00000001374	SLC35E2B	4.25907185197679e-06	-0.4
ENSGALG00000001375	COX10	0.0987691820629091	0.2
ENSGALG00000001376	ARID3B	0.0371249895080278	-0.3
ENSGALG00000001377	POLRMT	0.263618252951934	-0.1
ENSGALG00000001382	CDC2L1	0.0689399269332383	0.2
ENSGALG00000001383	HTR4	0.923903655406187	0
ENSGALG00000001387	SPNS2	NA	0
ENSGALG00000001389		0.165015541858105	0.3
ENSGALG00000001391	PLLP	NA	0.1
ENSGALG00000001392	MMP23B	0.669874764573755	0.1
ENSGALG00000001394	UBL7	0.0482291014934603	0.3
