ENSGALG00000016486	HS1BP3	8.43645568986891e-17	-2
ENSGALG00000017196	ARHGAP42	1.07083394031599e-15	-2
ENSGALG00000029834	AIF1L	7.76152676954634e-36	-2
ENSGALG00000030011	ZNF704	3.02544663072825e-127	-2
ENSGALG00000035317	ID3	6.84555438556063e-30	-2
ENSGALG00000039659		2.30629226416736e-11	-2
ENSGALG00000040709		1.46034631555571e-23	-2
ENSGALG00000002832	IFI35	1.71911726670551e-13	-1.9
ENSGALG00000008850	TTLL7	9.76473174841786e-25	-1.9
ENSGALG00000009172	OSBPL6	6.1254332770914e-82	-1.9
ENSGALG00000010820	CHGA	1.00820079319201e-12	-1.9
ENSGALG00000011695	HIPK3	3.35012257471677e-56	-1.9
ENSGALG00000011982	PDE5A	3.42273933204545e-10	-1.9
ENSGALG00000014496	PROM1	2.1899358740635e-38	-1.9
ENSGALG00000026955	DIRAS1	3.92931098432802e-11	-1.9
ENSGALG00000040755	ANGPT4	5.86816924377146e-10	-1.9
ENSGALG00000050545		8.94826150831206e-13	-1.9
ENSGALG00000052932	SHROOM3	6.35765726995943e-10	-1.9
ENSGALG00000054437		8.80133964083164e-10	-1.9
ENSGALG00000007905	LAMB1	4.66605092488288e-27	-1.8
ENSGALG00000008638	MMR1L3	2.37820476276023e-09	-1.8
ENSGALG00000011831	ANKRD50	1.98664295007976e-11	-1.8
ENSGALG00000037423	PTPRK	1.14589493992534e-16	-1.8
ENSGALG00000041977	RNF128	3.04745460723232e-17	-1.8
ENSGALG00000049938		1.07487324862668e-08	-1.8
ENSGALG00000002647	PLS1	1.90841093401734e-08	-1.7
ENSGALG00000005042	IQSEC1	9.15037170121627e-31	-1.7
ENSGALG00000006252	LMO4	8.53635299187738e-45	-1.7
ENSGALG00000006992	MMP9	3.06582476956651e-10	-1.7
ENSGALG00000008479	PLEKHM3	1.24508460178649e-09	-1.7
ENSGALG00000010312	PLCH1	2.53877674114602e-37	-1.7
ENSGALG00000011551	JCHAIN	6.47982639371527e-144	-1.7
ENSGALG00000012121		4.30595223925755e-55	-1.7
ENSGALG00000012338	BDH2	1.05784241103814e-25	-1.7
ENSGALG00000015177	GNAQ	2.79795330276657e-18	-1.7
ENSGALG00000015416	SDR16C5	2.47598331777032e-12	-1.7
ENSGALG00000037249	KCNQ5	2.4584544984625e-35	-1.7
ENSGALG00000041094	SYT1	2.94490149318001e-43	-1.7
ENSGALG00000051660		1.58002433166359e-18	-1.7
ENSGALG00000053114		3.2752855761827e-08	-1.7
ENSGALG00000001130	GALNT17	4.85483823561206e-108	-1.6
ENSGALG00000002583	PIK3CD	9.83345956370755e-85	-1.6
ENSGALG00000003426	RHBDL3	2.44568826684963e-07	-1.6
ENSGALG00000005287	ZBTB47	1.28076800256163e-07	-1.6
ENSGALG00000005540	MICAL2	2.94974517703743e-22	-1.6
ENSGALG00000005714	PKD1	1.15004133531002e-14	-1.6
ENSGALG00000006526	PLXNB3	7.06676770336725e-21	-1.6
ENSGALG00000014280	AICDA	1.14667725726601e-120	-1.6
ENSGALG00000029020	PLPP4	5.77006944040796e-08	-1.6
ENSGALG00000030530	HAND2	2.24782003779112e-12	-1.6
ENSGALG00000036412	TMEM108	2.43044292138981e-13	-1.6
ENSGALG00000043806	DNAH10	2.83168317463676e-26	-1.6
ENSGALG00000050729		1.5670814338439e-07	-1.6
ENSGALG00000002397	PSPH	2.2491132226895e-40	-1.5
ENSGALG00000005846	MPDZ	4.89453405546104e-07	-1.5
ENSGALG00000006584		6.22497129804218e-07	-1.5
